"","text"
"9685","Pop culture has varying degrees of Political Ideology or the latter  #StarWars #MarvelDC #GameOfThrones #Shazam"
"9686","""And Billy’s eventual meeting with his long-lost mother is painful, honest, and more grown up than anything the MCU has tackled. It makes Tony and Steve’s Civil War conflict look frankly immature. Shazam! isn’t afraid to get emotional, because children aren’t afraid of emotion."""
"9687","-EVERYBODY, SAY MY NAME -“BILLY” 
-No! The word I say to transform myself in this man
...
-SHAZAM<U+26A1><U+FE0F>
Fav part of the movie <U+0001F929><U+0001F918><U+0001F3FC>
@ZacharyLevi @jackdgrazer @AsherAngel"
"9688","This image is everything!"
"9689","I just saw #ShazamMovie and it's awesome. 8/10. Highly recommend."
"9690","@snyder_cut @Partizan_Niksic @grayghost84 @Trevor56510778 Ww made 820
Aqua made 1.1 billion
Shazam will make 500 mill minimum"
"9691","@robcordero His name is Mister Mind, and he runs Shazam’s rogues gallery, the Monster Society of Evil.

He’s a high-level genius and powerful telepath. Like if Professor X were small, green, and a murderous psychopath."
"9692","Just saw Shazam before: DC are getting better at doing their movies. Really enjoyed it, and think it hit most nails on the head. Would recommend seeing"
"9693","just got out of Shazam! 

1. go see it

2. probably the most sincere superhero movie since Reeve's Superman... made by 2019 DC no less

3. man the PG rating gets away with a LOT these days"
"9694","@ZacharyLevi gave #Shazam Justice! I’m so happy my DCEU is finally getting it together <U+0001F62D>#DCEUfanforever"
"9695","@AmazingKungFuCt @TheComixKid Shazam def emphasis was on Superman importance to the whole DC universe"
"9696","I’m going to see Shazam tomorrow"
"9697","That picture sums up the fun nature of the film perfectly... Now about that live action Superfriends film @WarnerBrosEnt"
"9698","@JeremySimser @CadmusReed @FrankKemp3 @LaurenGallaway @OriginalFunko @ShazamMovie I understand where you are coming from, but up until tonight when I saw the movie, I had no clue why there was multiple Shazam characters let alone any connection between them. So even this picture didn't seem to spoil anything for me because all I saw was the pops nothing else."
"9699","So... just watched #Shazam 

It was quite entertaining, really enjoyed it. Usually I don't enjoy DC movies but this wasn't boring at all."
"9700","Which wide release do you plan to see this weekend? #TheBestOfEnemies #TarajiPHenson #SamRockwell #PetSematary #StephenKing #JasonClarke #JohnLithgow #remake #horror #Shazam<U+2060> #ZacharyLevi #DCEU #WorldsofDC #franchise #films #poll"
"9701","u guys need got out for Shazam its really a good movies"
"9702","u guys need to go out for Shazam its really a good movies"
"9703","Loved #Shazam so much!!! But I gotta say I totally freaked when Slow Hands by @NiallOfficial played!!!"
"9704","@pixlpit I drew Shazam earlier! Havent seen the movie yet but apparently it's good"
"9705","@andrewbdyce Good way to put into words how I feel about Shazam!"
"9706","Shazam was very average at best. Had a great secondary plot, but felt like a movie that didn’t know where to focus. Storylines of villain and hero felt very forced and cheesy."
"9707","Just watched #Shazam and I really enjoyed it. There were funny moments and the story wasn't bad either. The villain was great imo. The kids were killed it too. Definitely recommend! #DC #DCComics #CaptainMarvel"
"9708","Anytime anyone's talking about Shazam, I'm thinking about that Shaq movie in the 90s."
"9709","Hmmmm shazam's an interesting movie <U+0001F914>"
"9710","I just saw #Shazam and it was really great! I don’t even have a jokey review for it. It’s just a fun, funny movie, go see it! It’s like Diary of a Wimpy Kid, if Greg Heffley turned into a wizard."
"9711","Also I feel like people who like #Shazam are also really into the Deadpool movies too, and those are really bad as well!!"
"9712","Still haven't seen Shazam probably go tomorrow morning or something"
"9713","Between Us and Shazam, this is shaping up to be an amazing year for Thicc Dads in cinema."
"9714","Isn't this the most agreed ranking so far ?

1.BvS UE
2.MoS
3.WW
4. AM
5. Shazam
6.Squad
7.Josstice"
"9715","It is at these troubled times that it is hard to stay mutuals with post-Josstice boycotters...

I come back home from #Shazam and find turmoil... 

Little bitches crying about a headless cameo and people givin Rian Johnson attention...

*sigh*

Is being a fan even worth it... ?"
"9716","PSA: There are mid and post credit snippets at the end of Shazam, so chill and nibble on that cold popcorn a bit before busting a move out of the theater.
It's a fun movie, the superhero ditty we need right now. A pure heart wins every. single. time."
"9717","PSA: there are mid and post credit snippets at the end of Shazam. #ShazamMovie"
"9718","Just watched someone try to Shazam one of @rekoilll unreleased tracks"
"9719","just got done watching shazam. 

the rape scene was really emotional and well executed, props to the director and actors."
"9720","!!!! SHAZAM SPOILERS:
—
—
—
—
—
but throughout the entire movie freddy kept telling billy “hero’s fly” and “if you just believe you can fly then you’ll fly” and once freddy gained powers he immediately started to fly and i just-  <U+0001F97A><U+0001F97A>"
"9721","@ay_nasir @Mallam_OG I'll advice my broke friend to save his money for @Avengers shazam can come later"
"9722","Just got Back from Watching Shazam! And wow damn one of the best DCEU Origin Superhero Movie since Man of Steel I actually had Man of Steel vibes while watching this Movie is was absolutely great fun entertaining Movie <U+0001F37F> 9.5/10                             #DCEU #DC #SHAZAM"
"9723","its a habit now that both of me and  my brother will randomly yell shazam! out of nowhere jsjs"
"9724","Shazam! is probably more family friendly than many recent Marvel movies…  but I still preferred their Captain Marvel. Zach Levi is fun but he seemed like a different person to Asher Angel’s Billy. Sets up an interesting sequel premise. Overall, a solid 7."
"9725","@johndylena I'm so hyped. I never thought that we'd even get a Shazam cartoon, let alone a full-blown movie, and let alone a good movie. As a trans gal he's always held a special place in my heart so I'm glad to see that it's knocking it out of the park for so many people."
"9726","If I could retweet this more than one time I would not only do that but retweeted a million times!"
"9727","I just watched ""Shazam!"" It is excellent. Charaters are developed well. Story is deep. Villian is good. Themes are good, but the humor is weak, which is disappointing, since it is sold as a comedy. There are inconsistencies in the film."
"9728","The quality of DC films are getting more consistent, but ""Shazam!"" doesn't raise the standard of their films above Aquaman."
"9729","I told Jessica that I would rank the recent DC films:
1) Aquaman (9 out of 10)
2) Wonder Women (8 out of 10)
3) Shazam! (7 out of 10)
4) Justice League (6 out of 10)
5) Batman v. Superman (5 out of 10)"
"9730","Never been a fan of DC but Shazam was badass and possibly my favorite DC superhero!"
"9731","@Boxoffice_Today @ShazamMovie @ZacharyLevi @AsherAngel @Jgrazerofficial @ponysmasher @DCComics What  reaction its receiving from public? Postive or mixed reactions"
"9732","@Boxoffice_Today @ShazamMovie @ZacharyLevi @AsherAngel @Jgrazerofficial @ponysmasher @DCComics Cool hope it shows upward trend in Collection in coming days"
"9733","That’s only because they gave him Black Adams motives lol which from a comic book standpoint doesn’t really go with Sivana. I still think Black Adam should’ve been in the film."
"9734","Year 2029, @MarvelStudios and @DCComics making short films and crossing over characters. @chrishemsworth's #Thor meets @ZacharyLevi's #Shazam
#Thor: I once knew someone who looked like you!!
#Shazam: holy moly, can you shoot laser out of eyes?"
"9735","Thanks society, for making me afraid of everything all the time."
"9736","“Think of any place just not here!” * *Teleports in The Booty Trap* <U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F> #SHAZAM"
"9737","Went and saw Shazam last night and it's up there with one of my fav superhero films <U+0001F44D>"
"9738","To all of those dividing fanboys out there, you can like both Captain Marvel &amp; Shazam <U+0001F937><U+200D><U+2642><U+FE0F>"
"9739","Oof lemme tell you though, Shazam did inspire me to do some Shazam themed art. I plan on starting it tomorrow i’m excited"
"9740","@wbpictures Don't do anything messed up with Pedro character in Shazam, theirs time where you can rectify that weird one line, if you go down a weird path with that character I will not be watching the next movie nor will anybody with kids, we all frowned when we heard that line"
"9741","@ponysmasher for future Shazam stuff, please don't do anything messed up with the kid characters, like theirs a huge population of movie goers that don't want to see some stuff, don't force it into the movie, I really wanna see Shazam 2 but not if it does stuff I don't agree with"
"9742","@iBijayMallick Go with the intent of watching a comedy action and you will love it. I'm a life long Shazam fan. At times I thought Zachary Levi was a bit too goofy but good fun nevertheless."
"9743","@SethGreen @ZacharyLevi @RobertDowneyJr I loved it but Billy as a 14 year is so mature and serious but when he turns in to Shazam, suddenly he's goofy and silly. Other than that a solid comedy action."
"9744","just finished watching the movie
and it was childishly funny
#SHAZAM
<U+0001F601>"
"9745","Just got out of #Shazam and it was awesome! My DC heart is satisfied."
"9746","#Shazam: Lightweight superhero movie which both helps &amp; hurts. It's Spielbergian: rooted in family trauma w/ focus on kids. That's refreshing but it also = a lack of gravitas for the genre. Shazam has the powers but not the personality. Some good moments, but never clicked for me"
"9747","yo im just watching press tour videos of shazam cjxjcks"
"9748","I want to watch Shazam while eating The Dojo chickens &amp; drinking Cheznous lychee juice... But that's expensive <U+0001F602>"
"9749","Yesterday I stayed in bed all day and binged watched #TheChillingAdventuresOfSabrina S2. This morning I am slowly unpacking and getting my room in order so I’m mentally ready to start the new week. I shall culminate my weekend by watching #Shazam with my girl pals. #Balance"
"9750","@LawPurush @ShazamMovie @ZacharyLevi @AsherAngel @Jgrazerofficial @ponysmasher @DCComics Mostly liked!"
"9751","Turning plastic into diamond."
"9752","I will probably go see Shazam this week. Still no 'follow go' partner though <U+0001F644>"
"9753","Wow. Go see #SHAZAM without delay. Apologies to Wonder Woman, but that was the best DC movie I’ve seen in at least 10 years."
"9754","#Superman at the end of #Shazam <U+0001F60D> <U+0001F60D><U+0001F60D>"
"9755","I have a feeling this is fake... Either way, it’s very unsettling to come across randomly scrolling my tl.........."
"9756","Boycott Shazam because of a tweet that makes perfect sense? Please go outside, stan Twitter. I’m begging you."
"9757","@gavinfeng97 They should've moved Shazam to August or December. Bad decision by Wb."
"9758","@Stemot1978 Saw the movie yesterday, it's an entertaining movie but that's it. Not Great and definitely not a Masterpiece.  I don't think they will make a lot of money with #SHAZAM. I give it a 6/10."
"9759","@dipo_os Lol probably because it was not like them Superman, Wonder Woman and all, and it’s because Shazam is a boy what do you expect from a boy that has superpowers ??"
"9760","@TBUJosh @ShazamMovie Get the flaming fiddle?"
"9761","Yaritza just asked me if Shazam is Gonna appear with the Avengers in Endgame... I might just call it quits <U+0001F642>"
"9762","@samueljbernal @DiscussingFilm Eh we'll see, Aquaman is gonna take 4 years and I assume Shazam will take at least 3."
"9763","Took the boy to see Shazam. 
I enjoyed it. It didn’t try too hard. The humor was appropriate &amp; made the film (&amp; its little corner of the DCEU) comfortable. The foster home never got too schmaltzy for me, but I could see it being so for others. Nice moment about ableism, too."
"9764","I’m gonna be honest I literally only use my Apple Watch to Shazam shit at shows on the DL"
"9765","@Mike_Dads i’ve seen shazam animations and i know what to expect, people saying it’s trash is what’s actually baffling me."
"9766",".@ShazamMovie was SO fun and cute and endearing and I adored it and may need to see it again if I’m ever having a bad day or good day honestly any day #ShazamMovie"
"9767","@Aynes_Y Shazam is DC universe, not Marvel <U+0001F605>
It's a fun movie for me and thinking to watch it again
I hope u will find it entertaining too"
"9768","Fausto and I were watching Shazam and he really said out loud “Is this Jimmy Fallon?” someone pls come get my uncultured ass bf <U+0001F629><U+0001F629><U+0001F629>"
"9769","Shazam was fun enough, but I am officially banning the use of this song (or any Queen song for that matter) during action sequences. Shaun of the Dead already used it perfectly and since then a thousand copycats have ALREADY ruined it. You can't ruin it any harder."
"9770","Shazam was fun enough, but I am officially banning the use of that song (or any Queen song for that matter) during action sequences. Shaun of the Dead did it perfectly and then a thousand copycats have ALREADY ruined it. It can't be ruined any more."
"9771","Well my mate already calls himself captain awesome (smug git) so I would like his super power to be humility <U+0001F923>"
"9772","Just been to see SHAZAM fantastic fun and terrific score by our wonderful Benno!"
"9773","The results are: #Shazam 

RT 91% Average Rating 7.28/10 
RT Audience Score 90% Avg Rating 4.5/5
IMDB 7.8
Metascore 71 User score 8.0"
"9774","#ShazamMovie was amazing!! Def. Going in the right direction @TheDCUniverse"
"9775","HEADS UP ABOUT SHAZAM THO NO SPOILERS
there were some pretty intense scenes that I'm not sure I could've handled at a young age so be cautious about taking kids (also a lot more swearing than i anticipated)"
"9776","Finally watch #SHAZAM 
Average movie
Climax was dull
story was dull
But comedy was good.
Action was very bad"
"9777","Finally watch #SHAZAM 
Average movie
Climax was dull
story was dull
But comedy was good.
Action was very bad
Vfx was impressive
My review: 6 <U+0001F31F> out of 10."
"9778","I saw Captain Marvel 4 times and it was so magnificent!!
I loved your facial expressions and everything you did in this film. You should be happy and proud of this film. I saw Shazam today and was great also. You're probably saying, why didn't you see Captain Marvel again."
"9779","@dailyspiidey You can love Homecoming with no offense to Shazam. You know that?  Shazam is a great movie. Embrace it."
"9780","i just found out ""shazam"" is not the sequel to ""kazaam"""
"9781","Shazam is a good time, lots of heart and laughs"
"9782","Shazam is the kind of movie Zack Snyder could probably do something great with if he could get his head out of his arse for five minutes. A gleaming retro Fawcett City, big bold action, crazy machines by bald weird Doctor Sivana, and weird monsters. Wah wah. #SHAZAM"
"9783","Hands! Lightning on my hands! 

-Me whenever Eye Of The Tiger comes on the radio

<U+0001F602>

#Shazam"
"9784","Hands! Lightning with my hands! 

-Me whenever Eye Of The Tiger comes on the radio

<U+0001F602>

#Shazam"
"9785","Glad to see you have some sense"
"9786","Dudebros saying they’re going to see the “real captain marvel” and by the looks of it Shazam is off to a rocky ass start. I love dc, but put your money where your mouth is."
"9787","Shazam was such a fun movie to see. Probably the best DCEU movie thus far."
"9788","All this thunder and lightning feels like too many people saying Shazam tonight <U+0001F4AF><U+0001F602><U+0001F602><U+0001F926><U+200D><U+2642><U+FE0F>"
"9789","I'm so mixed about Shazam that it's hurting my brain to think about my conflicting opinions on it."
"9790","@ZacharyLevi Went to see #ShazamMovie and OH MY GOD! :D You were totally awesome and beyond funny xD. If I had to, I would DEFINITELY go back and watch it again! Great job to you!<U+0001F44D><U+0001F3FB>"
"9791","#ShazamMovie what a great movie

Easily the best dc movie and is up there with my favorites Thor Ragnarok and avengers"
"9792","definitely loved @ShazamMovie .  definitely gonna see that movie again xD"
"9793","I truly enjoyed #SHAZAM just a contagiously fun film."
"9794","Wasn't expecting Shazam to be that good!! <U+0001F525><U+0001F525><U+0001F525>"
"9795","Also apparently movies come out a week early in Germany and I can tell y’all Shazam! is just fine"
"9796","so i watched @ShazamMovie tonight ((btw highly recommend)) and in the movie the kid has to say shazam to turn into the superhero then say it again to turn back. ((sorry spoiler)). no joke, he says so many times i’m surprised the lightening gods didn’t shazam him into next week."
"9797","So, the most electrifying man in the entertainment industry is #Shazam and not @TheRock? @DCComics @TheDCUniverse <U+0001F605>"
"9798","Dude #SHAZAM was amazing, I don’t understand how @EyFooNahFoo could hate it. Twitter World, explain to @EyFooNahFoo how wrong he is and how he should give #Shazam another chance #DC"
"9799","Obviously we’re getting it homie"
"9800","Me: I’m not going to get in my feelings tonight 

*SHAZAM!!!*

Me: Oh god, why, no why please no"
"9801","@Only_Grey There was nothing heroic about Shazam because there were no stakes. Another CBM where the world is somehow absent again because ""we can't possibly let the audience feel any sense of tension, the kiddies won't like it"" mandate in every CBM except for 2..you know the ones"
"9802","@PatrckStatic Marry Poppins and the prisoner of Shazam!

Fuck I messed up..."
"9803","@_Elshariff I haven't seen it yet. But from the comics, Captain Marvel and Shazam were always mixed up together. Hence my request."
"9804","@wonderfulpasta I didn't realize you can only shazam once an hour. <U+0001F926><U+0001F3FE><U+200D><U+2640><U+FE0F>"
"9805","Shazam was So Good I decided to Say Shazam instead of Thankyou for now on."
"9806","My Shazam showing only had maybe a third of it sold, also was the main Imax theater in the state. Love that place. Just so far"
"9807","@WeaponizedRage I love the mcu movies with some exceptions and did not like the dc movies till aquaman and shazam. Wish to see great movies from both. Unfortunately i guess the mcu will soon become sjw mcu."
"9808","Guys I laughed, I cheered and I cried a little when I went to go watch #shazam with my family. What a fantastic movie. I’m so happy <U+0001F62D><U+0001F495><U+0001F64C><U+0001F3FD>"
"9809","@WeirdNPissdOff #shazam was great and I believe It's best DCEU movie ever .
You're right , but just understand how a tweet can change people's minds :/"
"9810","the people sitting behind me in class are talking about shazam"
"9811","#Shazam is definitely gonna be one of those movies I watch every year around Christmas time..."
"9812","Translation: Film Gob hasn’t come up with a conspiracy theory yet..."
"9813","@CVellino I enjoyed it but a lot of the jokes fell flat to me. I have it a 7/10 and Shazam was one of my faves as a kid."
"9814","Treat yourself to the complete package of humour, standout performances, superhero action and positive messages. Book tickets for #Shazam now.
@warnerbrosindia"
"9815","day 16: #100DaysOfCode - easier day today. learned some new css animations and watched shazam <U+0001F604>"
"9816","#Shazam was by far the most fun DC movie, exceeded my expectations! <U+0001F44F><U+0001F3FB><U+0001F60D>"
"9817","RT RottenTomatoes: Critics Consensus: An effortlessly entertaining blend of humor and heart, #Shazam is a superhero movie that never forge…"
"9818","i hate that people keep pitting shazam and captain marvel against each other. as someone who loves both, let others enjoy both too."
"9819","@MemeJulien Spider man into the spider verse or the new Shazam movie or Five feet a part that is a great  movie <U+0001F37F>"
"9820","i’ve seen shazam twice now and zachary levi still has my heart"
"9821","@anwarsauqie Don’t think can be done in time. Maybe for Animangaki to debut the cosplay, as well as my new version of Shazam."
"9822","Shazam had so good jokes but overall a horrible superhero origin story.. but what else do you expect from DC"
"9823","don’t really think this is a spoiler but ADAM BRODY!!!! IN SHAZAM!!! my heart soared"
"9824","I watched Shazam. It was a gut punch. I watched it with my son who was secretly kept from me 26 years ago. My guilt and heartache to those who are adopted will never leave me. I am lucky he forgives and understands"
"9825","If u missed #shazam ! U missed everything! A must watch superhero film and one of the DC's finest <U+0001F60D> the element of surprise and comical timings and dialogues !by far the best movie of this year ! @ZacharyLevi u proved them wrong by proving urself ri8<U+0001F60D>"
"9826","Watched @ShazamMovie last night with the little lady Saffy....absolutely loved everything about it. Saffy lurrves @jackgrazer4ya so has been on countdown for months and months, Also @ZacharyLevi mmmm helllloo <U+0001F60D><U+0001F92A>. Go see it everyone!!"
"9827","@AndrewK300 beside I believe they deserve a second chance , After aquaman &amp; Shazam cast they are my favorite DC cast"
"9828","11 outta 10 recommend seeing shazam. Easily one of the best movies I've watched in a long time"
"9829","Shazam was the best movie of all time y’all have to watch!!!!!!!!!!"
"9830","People should stop comparing Shazam to JL. Shazam was actually good."
"9831","is it that bad?"
"9832","Looks like DC is finally getting it right with Aquaman and Shazam"
"9833","@ZacharyLevi took my 10 year old daughter  to Shazam and absolutely loved it and so did I. Shazam is one of the best movies I have seen, I have loved you since chuck well done in making a movie to make people smile <U+0001F60A>"
"9834","@OleGuyRaven @samueljbernal @DiscussingFilm Shazam I would imagine would be a bit easier to make compared to Aquaman."
"9835","Shazam was pretty good. 
A good, light hearted coming of age story. Reminded me of tobey maguire's spiderman a little. Am glad DC didn't go and make another gritty reboot story and is making way for more inclusive family fun"
"9836","@RossButler is the best part of shazam"
"9837","@spookyxraccoon @BillyKidRadio @Potatweets_ Honestly? I wouldn't even want to see Shazam with you guys, if you can't be bothered to invite me in the first place.

You made such a fuss about me leaving, instead of doing the logical thing and trying to spend time with me before I go you've gone out of your way not to."
"9838","Am I seriously the only person who was disappointed that shazam doesn’t have mr tawky tawny"
"9839","#Shazam is quite enjoyable - most fun I've had at movies in the recent past! DC seems to be going the Marvel way and is doing it really well."
"9840","shazam is literally the most wholesome movie i've ever seen other than thor ragnarok, like sure there were some fucked up parts in shazam but other than that it was a cute movie with tons of funny moments in it"
"9841","@wonderfulpasta @LalisaWhoanoban Do i have to finish the song to shazam or no?"
"9842","I think I’m seeing Shazam tonight! Originally didn’t want to see it in the cinemas bc of ZL but you gotta make some sacrifices for your mates <U+0001F602>"
"9843","#SpoilerAlert I’m an EVEN bigger fan after watching @ShazamMovie and @ZacharyLevi as #SHAZAM  this is easily one of my favorite DC films and these products are equally fun!"
"9844","#Shazam is a fun movie overall, but is often slow because of an excruciatingly boring villain and stretched out action sequences."
"9845","Just went to see Shazam. Wasn’t disappointed, unexpected twists towards the end which was foreshadowed in plain sight. Enjoyed it 10x more than Captain Marvel. Nicest shot is when he Shazams off the building after getting off the phone."
"9846","@ZacharyLevi we got fun with @ShazamMovie we luv it!! We smile from the first minutes to the end we nerd more"
"9847","Went and saw Shazam and it was really good. By far the best DC movie I’ve seen"
"9848","Freddy Freeman from Shazam is cool and all of my friends make fun of me for liking him"
"9849","@MuhdLawali Neither was the villain. Pure of heart was a thing of choice for the wizard, billy was his last resort. All you need is the staff and Shazam."
"9850","Walking out the movie theater saying Shazam like it’s gonna happens <U+0001F602>"
"9851","theyre just friends."
"9852","DC finally getting they movies done right it’s about time. Shazam was comedy"
"9853","Just saw #shazam it was super cute/fun and I want to adopt like 6 kids now (I did before too but don’t go spreading that around it’ll destroy my cred)"
"9854","Shazam wasn't perfect but it was fun, something I've been missing in the DC movies, so that's a plus!"
"9855","@BrandonJRouth @BrandonJRouth I agree, Shazam! is Great! Best DC Movie since Superman Returns - So Nice to see Super Heroes That are Fun and Not so Dark!"
"9856","I’m really hoping for a #SHAZAM sequel."
"9857","what does this mean"
"9858","Marvel fans are over reacting on Shazam collections.. chill down guys this is an original film with zero fan base outside america and don't forget the collections of marvel films before avengers.. oh right many of don't even knew back then.."
"9859","The #Shazam family prays together and stays together. #ShazamMovie #ShazamFamily"
"9860","Went to watch #Shazam. It was good. 132min. I didn't need to pee, but give it another 30min and I think I would. Practicing for #Avengers #Endgame which is 3hrs long."
"9861","I should not have watched Shazam! this close to my period. I’m super hormonal and now I want to adopt a bunch of kids"
"9862","@ShazamMovie was a good time! A DC hero farce with sparse to parse, I genuinely laughed and was SHOCKED at how much I enjoyed it. Nice work!"
"9863","Going to catch Shazam tonight"
"9864","Listen Shazam was so freaking hilarious and an all around great movie. Also @AsherAngel is only 16, he’s adorable and I hate life"
"9865","Shazam is absolutely fantastic.  Easily the best ""DCEU"" outing thus far, if that's even a thing anymore lmao.  So much fun.  Go see it"
"9866","People preaching about ""diversity"" supporting #Shazam are hypocrites. Shazam had 4 Hispanic characters, yet only cast ONE Hispanic actor, opting to whitewash two (DJ Cotrona once again pretending to be Hispanic), and Mr. Vasquez played by a Samoan. Talk discriminating Hispanics!"
"9867","@Tunatoonses @RaymondArroyo @ShazamMovie The incredibles?"
"9868","Completely obsessed with @ShazamMovie its such a good movie! Just finished watching it <U+0001F3A5> <U+0001F37F><U+0001F929><U+0001F497> @AsherAngel @ZacharyLevi #SHAZAM"
"9869","#Shazam you need to see this movie is really funny and really good <U+0001F49C><U+0001F918>"
"9870","us and shazam are two very different examples of what terrible things can happen when you get lost at a carnival"
"9871","@IndyFilmPro That’s impressive ranking for Shazam"
"9872","""if a superhero can't save his family, then he's not much of a superhero"" - Billy Batson #Shazam"
"9873","do this and throw suicide squad sequel in the trashcan i’m begging"
"9874","to think zac was one of the last people to get cast in shazam because everyone else kept playing billy like he was a dumb kid but zac portrayed his heart and intelligence while still possessing his youthful vigour <U+0001F97A>"
"9875","Go see Shazam, please, I really wanna see a sequel."
"9876","I remember the first time I saw Billy kicking Superman's ass during Justice League Unlimited as a kid and I honestly never thought I'd get to see The Big Red Cheese on the big screen. It was literally everything I've ever wished a Shazam movie would be and more #ShazamMovie"
"9877","@_willlyson @ShazamMovie I read a tweet about someone adding it to their Christmas' watchlist and when I left the cinema, I just thought ""I might do that, too"". Also have the urge to see it again #Shazam"
"9878","Forget what you feel about superheroes or DC or Marvel. Just do yourself a favor and head to the cinemas to watch Shazam. Even with one or two dated jokes, it's already a classic. It's a feel good movie with so much heart #ShazamMovie"
"9879","#Shazam mainly touches on the importance of family regardless of whether you're related by blood or not. I thought bringing about that element on screen was so beautiful and that's what made it a standout as a superhero movie.

When everything else fails, there's always family."
"9880","@FaitheHerman You were amazing on #ShazamMovie. The whole family was a scene stealer and the chemistry was unbelievable. I left the cinema wanting to have Darla as my sister. I'd definitely hug you back <U+0001F602><U+0001F49C>"
"9881","I might fangirl a lot more and just drag some of my friends with me to watch the @ShazamMovie again. @ponysmasher I had my hopes high but you just threw the ball out of the park. You @ZacharyLevi and the kids. OMG even the foster parents. I mean I am so in love with #Shazam"
"9882","Can we please get a confirmed sequel? @WarnerBrosEnt just call David Sandberg already. @ponysmasher  #ShazamMovie"
"9883","I never thought I would enjoy Shazam as much as I did. Someone give an Oscar to the casting team <U+0001F602><U+0001F602><U+0001F602>"
"9884","@heroichollywood It would've been so epic if the Black Adam could've duked it out with Shazam in this one but I enjoyed the movie greatly"
"9885","Pet Sematary and Shazam were both dope."
"9886","Saw #shazam , Which i really good and entertaining but #WonderWoman is still the best #DC movie in the current lot!!"
"9887","@bpbillboard @ygofficialblink Hi please give tutorial about shazam and asking everyone to used it. The numbers is so low less than 30K. I think fanbase forgot about this its so important. I hope you see this. Tq"
"9888","@OnlineBLACKPINK @ygofficialblink Hi! Please give tutorial and encourage how to shazam. The number is so low. Hope all fanbase can do this @bpbillboard"
"9889","Shazam might very well be my favorite super hero origin movie"
"9890","Give it to me baby <U+0001F929><U+0001F929><U+0001F929><U+26A1><U+FE0F><U+26A1><U+FE0F><U+26A1><U+FE0F>"
"9891","Shazam WA a great movie I really recommend it"
"9892","Shazam was a great movie I really recommend it"
"9893","guys @WestCoastMdnitR #westcoastmidnightrun this artwork is BELOW your typical standards why #Marvel #posters for the #AvengersEndgame better looking and more exciting? sorry but this one gets <U+0001F44E> come on give us something a little better #scifiart #posters #superheroes #ComicCon"
"9894","@screenrant hot posters and artwork @ShazamMovie @wbpictures @AsherAngel #ShazamMovie #Superman #scifiart #scifi #ComicCon @CBR @NY_Comic_Con @Comic_Con #posters #movieposter"
"9895","During the Shazam movie"
"9896","SHAZAM: So they decided to carefully craft the new favorite movie for every 12-year old in the audience, huh? I’m not complaining. Just funny enough, just scary enough, just exciting enough, just warm enough. What a delightful thing."
"9897","@NiallOfficial I was watching the movie Shazam and I hear Slow Hands in the background. #bigsmile #moviesoundtrack"
"9898","I saw the endgame trailer in 3D today when I went to go see Shazam. Made it more depressing lowk."
"9899","I nearly fell asleep watching Shazam at the movies"
"9900","Just got out of my second viewing of Shazam! it still makes my heart very happy. It’s a movie about family and what it means to be a hero. Please go see it."
"9901","I also had a blast today, did an escape room with friends that we kicked ass at and saw Shazam with the hubby which was a blast. The movie was so much fun, I love everyone in it."
"9902","All I have to say is that I am ready for the Shazam sequel !!!
#dc #shazam"
"9903","@ZacharyLevi my local Wal-Mart didn't have any #Shazam figures for my friend and I to buy at 2 a.m. after watching your awesome movie. This is a tragedy. To Amazon!"
"9904","@ShazamMovie I recommend that people run to the theater to see this."
"9905","I saw Shazam this weekend! Really great movie and I absolutely love gluttony’s design.<U+0001F60D>"
"9906","Yesterday night I watched #ShazamMovie and I love it.
I love comedy and sense of humour in this movie.@DCComics @ShazamMovie"
"9907","@Xbox He's still playing on one of the original XBOX console's. He would love to upgrade but can't afford an upgrade. I certainly can't buy an upgrade for him. So, to win a Shazam XBOX console would be a great surprise to him and a happy surprise. I'd be happy to see him happy."
"9908","@ganymeder @TonyNoland There is! Zachary Levi is Shazam, Mark Strong is the baddie, it's a fun one!

(It's okay, my dad thinks I went to see a movie called SHARON!, so.)"
"9909","@RPartible @ShazamMovie Yeah, it’s really frustrating when a movie like this gets ruined by awful dubbing. But to be fair, the Chinese translation of the movie’s dialogue wasn’t that good either. Therefore, the Chinese voice actors had some bad material to work with."
"9910","@RPartible @ShazamMovie But the good thing is Hollywood movies are released in two formats in China. One is Mandarin dubbing, the other is English audio with Chinese subtitles. So audience can choose the format they prefer."
"9911","Shazam was kinda booty, the only thing going for it was the comedy and even then didn’t land completely."
"9912","#Shazam is a breakthrough in superheroes genre movies. Light, fun, and a family type movie perfect for weekend. Good job DC!"
"9913","I believe him! <U+0001F602><U+0001F525>"
"9914","I need to see every review by this guy <U+0001F602>"
"9915","@damienroc That was an excellent gag. And I like that he’s not actually “Shazam” at the end. They all are."
"9916","To all the people that managed to not spoil the amazing 3rd act of Shazam for me, thank you. That was a treat."
"9917","Just gonna put it out there shazam was class, really enjoyable and all the hype I was hoping for <U+0001F44C><U+0001F60F>"
"9918","Some ppl aren't gonna care bc disliking DC on Twitter makes you cool and edgy"
"9919","@ArmouredSkeptic I have decided that I only watch your reviews for movies I either did not like or probably will not watch xD Will see you when you do Shazam xD"
"9920","@ArmouredSkeptic I have decided that I only watch your reviews for movies I either did not like or probably will not watch, and unfortunately I really liked this one xD Will see you when you do Shazam xD"
