"","text"
"932","Hit my dms if you’re trying to go watch La Llorona <U+0001F975>"
"933","Im really about to go watch la llorona drunk af goodnight"
"934","@MzSassiness Can't miss in either of those directions. Btw, James Wan had a hand in making The Curse of La Llorona. It's a part of The Conjuring Universe."
"935","@MzSassiness I feel you. There's nothing like a good horror movie! I'm just so disappointed in creators of the last decade and a half cause they been failing so miserably at it. I saw The Curse of La Llorona today tho, that shit was solid. Not spectacular but very entertaining."
"936","Kind of want to go watch la llorona but idk if it’s worth it or not <U+0001F974>"
"937","I just finished watch la llorona and :,) I kept giggling the whole time! I’m usually always scared of watching scary movies but !! this one I found silly heh"
"938","La llorona wasn’t scary but I guess it’s also about going to see it with the right people <U+0001F926><U+0001F3FD><U+200D><U+2640><U+FE0F>"
"939","Movie Review: Had a fun time pissing my pants while trying to understand half the movie with my Dora The Explorer Background Credentials. 4.7/10"
"940","I went in with already low expectations for The Curse of La Llorona but Jesus Christ that was awful"
"941","lmfao I WISH going to Mexico was free"
"942","Third wheeling <U+0001F602><U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>
#LaLlorona"
"943","So I'm watching #LaLlorona and lemme fucking tell you I don't do scary movies lmao but @lindacardellini is in this movie so <U+0001F602>"
"944","bro ever since I tweeted this, all the YouTube ads have been the trailer for la llorona"
"945","So many little kids waiting watch La Llorona <U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F> they about to be annoying af <U+0001F624>"
"946","The Curse of La Llorona rating: <U+0001F47B>/<U+0001F47B><U+0001F47B><U+0001F47B><U+0001F47B><U+0001F47B>"
"947","I want to watch La Llorona"
"948","So apparently WB trade marked La Llorona now no one else can make a movie about the legend... I-
How the hell are you going to trade mark a part of Latin culture? That’s like trade marking Greek mythology wtf the disrespect"
"949","Might fuck around and go watch la llorona by myself tonight"
"950","A gold prospector just told me a story about la llorona  (not the movie).  He saw her while out panning 

I’ve reached full southwest and have been accepted by the locals.  

It’s time to wear turquoise."
"951","Don’t waste your moneys on the curse of La Llorona"
"952","So who’s going with my to watch la llorona?"
"953","So who’s going with me to watch La Llorona?"
"954","my mom got all the lights on in the house after watching la llorona lol<U+0001F602>"
"955","I saw “The Curse Of La Llorona” tonight. I won’t spoil it but I do not feel it properly captured how Latinos would face the supernatural <U+0001F611>"
"956","who wants to go watch La Llorona with me??"
"957","My boyfriend didn’t want to go watch la llorona so ima be watching it with my mom and grandma <U+0001F61D>"
"958","@yareli_mv @lalloronamovie they’ll never be the same again"
"959","I’m trying to go watch La Llorona &amp; End Game!"
"960","La Llorona was a 5/10, expected plot and jumpscare, its almost as boring as The Conjuring... my whole time watching I felt, thats it? Thats only iT?"
"961","I’m listening to La Llorona from @pixarcoco to mentally prepare myself for @lalloronamovie"
"962","If la llorona doesn’t jump out the screen and take my ass I’m gonna be PISSED"
"963","just saw la llorona and I am so paranoid of EVERYTHING. my moms coat was draped over the chair and I thought it was her veil. nearly had a heart attack."
"964","Ugh. The one time we come to the drive in it gets cancelled for technical difficulties. Guess we're gonna have to see La Llorona another time. I'm so hurt"
"965","Watched Curse of La Llorona and lets just say I REALLY wish @_ThatsMyName was here to cuddle me<U+0001F602><U+0001F642> worse decision ever."
"966","this is so true"
"967","Yall, my dad is scared asf watching la llorona <U+0001F602><U+0001F602> its kinda funny. But then again his house in Mexico is by the river lol"
"968","I already know they hurt their arms reaching too far for this urban legend"
"969","I was never grown up with my mom telling me the La Llorona would come after me if I didn’t behave."
"970","Wasn’t even that scary..."
"971","So was #LaLlorona the movie good or not ? No one is posting a blunt answer ???"
"972","I finished seeing @lalloronamovie and it was a great movie! The only scary part was that a man who played a “hispanic/spanish speaking curandero” butched the spanish language <U+0001F61E>"
"973","@GraceRandolph did you miss the connection with the #conjuringuniverse with the movie #LaLlorona ?"
"974","I wanted to go watch la llorona but I’m leaving to Mexico tomorrow so mejor no <U+0001F923>"
"975","I just came home from watching la llorona and while I was walking toward the door the door opened by itself so I screamed loud af but it was just my mom opening the door for me bc she heard me pull in<U+0001F629><U+0001F602>"
"976","@Michael17311045 @Peachymoon13 @lalloronamovie La Lorona doesn’t discriminate. She hangs out at all bodies of water. Her story is told in other countries besides Mexico. She dated ,”The Whistler” for a  while."
"977","@lalloronamovie I have a cousin who was always causing problems. My Aunt sat him down to watch the 50’s Mexican version. To this day ,he comes home before it gets dark. He told me,”Who does that to little kids?”<U+0001F629> I told him,”So you didn’t end up prison like people said you would , eh?”"
"978","i’ve known about La Llorona since i was a kid. watched the movie and it wasn’t even that scary but the concept of going to el rancho and hearing the bitch SCARES ME."
"979","like when i was in durango in december and march that’s the only thing that really truly scared me. la pinche llorona"
"980","you’ll never be able to convince me to watch la llorona. I will never <U+0001F62D>"
"981","my ass really went to see La Llorona"
"982","I remember complaining bc in movies no one was ever named Ana... but tell me why one of them is the bitch for La Llorona"
"983","I love coming home and scaring my cousins that la Llorona is coming for them... :) I can’t wait to do that to my kids <U+0001F92A><U+0001F60D>"
"984","brb fixing to go cry la llorona"
"985","@lalloronamovie had me stress eating dots and junior mints #anxiety"
"986","La Llorona was the first ghost story that the Winchester brothers @jarpad and @JensenAckles solved in the pilot episode of Supernatural @cw_spn. It follows the storyline of the folktale but is adapted. I remember being terrified she was going to get me when I was a child. Aye no."
"987","About to see La Llorona <U+0001F602><U+0001F926><U+0001F3FE><U+200D><U+2640><U+FE0F><U+0001F62D> it better be scary or I’m talking to their director"
"988","The Curse of La Llorona was pretty solid. A smooth 7."
"989","La llorona was a terrible movie ... I don’t know why people are recommending it<U+0001F62B>"
"990","I asked my girl if she wanted togo see la llorona and she said no. I ask my mom and she said no also<U+0001F610> guess im going alone <U+0001F602>"
"991","I asked my girl if she wanted to go see la llorona and she said no. I asked my mom and she said no also<U+0001F610> guess im going alone <U+0001F602>"
"992","So I am going to see #LaLlorona tomorrow and let’s just say I’m lowkey hyped but scared Deséame suerte <U+0001F92A>"
"993","About to be freaking out with my besties tonight watching La Llorona<U+0001F62D><U+0001F629><U+0001F602> @Dmmaarrr @JBerrocales24 and Rafa!"
"994","this dumb bitch on my snap posted a few scenes from La Llorona and i’m highkey pissed i already know what’s going to happen now<U+0001F642>"
"995","not gonna lie, i’m totally telling my future kids about La Llorona.. go head and act up at the grocery store, imma call up homegirl to getcha no cap."
"996","""Go ahead...call your god; summon them before me, and after I have finished with them, you shall run in terror. "" -Gospel of La Llorona book 4 verse 178"
"997","I’m gonna have to go see this <U+0001F440>"
"998","Not one for scary movies but I feel I would be turning my back on my culture if I don’t go watch La Llorona <U+0001F602>"
"999","Well. I saw La Llorona and well it’s ok but not ok"
"1000","Pontentialy #LaLloronaMovie could be have been the Latino horror entry from major studio like coco if it just flesh outrage the heritage and story  like #Coco did"
"1001","#LaLloronaMovie is actually really decent. Scary movies haven’t been as good as they used to be but I actually screamed a little&amp;I haven’t done that in a while.. like years when watching a scary movie #scarymovie #jameswan #LaLlorona"
"1002","Just finished watching the curse of la llorona and night I say it was a great story"
"1003","ok maybe I regret watching it bc my parents ALWAYS told me she lived in the river in back of my house &amp; now I’m frkn scared lmaoooo."
"1004","“Traditional Mexican healers” code for strippers named Rosa and Maria and Irma"
"1005","I went to watch La Llorona today and I closed my eyes during literally half of the movie.. <U+0001F614> I paid to not watch it.. LMAO<U+0001F602> scary movies are not for me"
"1006","@__jave crackers whitewashing everything these days. someone needs to make another movie with a writer that grew up hearing about la llorona so"
"1007","what the fUCK"
"1008","Watched la Llorona today and instead of getting scared, I got mad on how stupid they act, you see some spooky shit just run lmfaoo"
"1009","Im aboutta watch La Llorona and never sleep again <U+0001F62D><U+0001F62D><U+0001F62D>"
"1010","the curse of la llorona had me messed up to the max, not worth it"
"1011","@howlercon not technically howler related, but my friend and I went to c curse of la llorona tonight. The little girl looks like a young @MelissaPonzio1"
"1012","is the hollywood version of la llorona the only version y’all have watched...?"
"1013","Not the movie we wanted but The Curse of La Llorona ( don't know if I spelled that right ) was a good scary movie<U+0001F44D><U+0001F44D><U+0001F44D>"
"1014","I’m tryna go see La Llorona this week <U+0001F62D>

I love scary movies"
"1015","Im seeing la llorona tonight n I hope that shit is scary cause my momma been talkin about that hoe for a while"
"1016","me and nick we’re seeing La Llorona and during a really scary part he leans over and says “they say it stinks when a spirit is nearby” then farted. :)"
"1017","They’re not wrong <U+0001F937><U+200D><U+2640><U+FE0F> just saying"
"1018","Gonna go see the La Llorona, man my childhood fears are coming to life. This movie better have been done right. Being hispanic, this myth has been apart of our culture . You know the tales growing up"
"1019","I want to go watch this."
"1020","Was everyone watching the same movie I was? @lalloronamovie was a seriously entertaining horror movie. I dont get why people have forgotten the reason for movies is to entertain &amp; this movie does that with aplomb . #TheCurseofLaLlorona"
"1021","the most disrespectful fucking family was sitting a few rows behind us in the theater and they had NOT ONE, BUT TWO! CHILDREN! WITH THEM... AT LA LLORONA... ?!?!?!?!!!!!"
"1022","Want to go see La Llorona but I know I will be highly disappointed since its not taking place where the story originates from. Now that movie would be good"
"1023","Ruby and Mayra went to go see la llorona without me lol thanks guyssss"
"1024","tbh The Curse of La Llorona sucks!!!"
"1025","watched la llorona yesterday and tbh it wasn’t all that good and it was so predictable. i felt like it would’ve been better if it was filmed in mexico with more mexican characters including the protagonist of the movie."
"1026","watched la llorona yesterday and tbh it wasn’t all that good and it was so predictable. i also wish the protagonist of the movie was mexican and that there were more mexican characters involved and that the setting of the movie was different."
"1027","La Llorona Was That Scary That I Walked Out <U+0001F602><U+0001F602>"
"1028","We went to see La Llorona and I was annoyed the entire time bc Alice people are the fucking worst and are so loud and obnoxious the entire time"
"1029","Not going to lie la llorona have me the chills <U+0001F62D>"
"1030","maybe my tolerance of scary movies has gotten better but I didn’t think Pet Semetary or La Llorona were scary"
"1031","The curse of la llorona was alright but definitely made me go back and rethink all the times my mom scared me with her <U+0001F480> but it was worth watching the movie"
"1032","My baby brother is traumatized now <U+0001F602><U+0001F62D><U+0001F62D> he really couldn’t handle the movie #LaLlorona"
"1033","La llorona came out already , who tf down to go?"
"1034","Next up: The Curse of La Llorona"
"1035","Okay but me &amp; @teresamarie_05 need to have a scary movie date to see #LaLlorona"
"1036","La Llorona was fucking scary but the people that were in the theater with us were goofy as hell <U+0001F602> lmao"
"1037","Gio &amp; I would be great godparents. We just lied at the movie theaters to help some teens watch La llorona :) which by the way was surprisingly really good <U+0001F470><U+0001F3FB>"
"1038","If you say The Curse of La Llorona wasn’t scary you’re lying! Lol"
"1039","“La Llorona” was a pretty good film! Hella jump scares. Had a really nice plot point! I highly recommend"
"1040","Literally everyone and they mama watching #lallorona"
"1041","la llorona better be fucking scary PERIODT"
"1042","Um wtf how did The Curse of La Llorona do so much better than The Nun??? The Nun was 100x better"
"1043","Who tf let me watch la llorona, I’m going to be home alone tomorrow wtf :("
"1044","It was a good movie...but this is also true <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F480>"
"1045","yo I should be laughing at this but ... LMAOOO she right <U+0001F480><U+0001F480><U+0001F480>"
"1046","Yo. The @lalloronamovie was one of the scariest shit I’ve ever watch.

It was great"
"1047","my mom made la llorona sound scarier than the movie but the Latinos behind me at the theater made the movie funnier than it was supposed to be"
"1048","I absolutely hate when I get cursed by La Llorona"
"1049","La Llorona was perfect. They made up for that wack ass “Nun” catastrophe. The conjuring universe is back <U+0001F64C><U+0001F3FD><U+0001F631>"
"1050","Why everybody mad about la llorona the trailer obviously showed you it was going to be trash."
"1051","someone go with me to see this!"
"1052","i’m more scared of el cucuy than la llorona."
"1053","@ryaninthedisco I hope the guys sitting next to us at the movies see this. #LaLlorona"
"1054","i fully except death. la llorona, you can drown me and i’ll help you find your children"
"1055","If Steven doesn’t fall asleep during a movie you know it’s a good movie ... <U+0001F602> La Llorona <U+0001F44C><U+0001F3FD><U+0001F44C><U+0001F3FD>"
"1056","I really can’t stand these disrespectful white girls watching La llorona, acting like they’ve never heard a LICK of spanish <U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643>"
"1057","If they wanted La Llorona out why didnt they build the wall?"
"1058","The movie La Llorona was not all that. Only people hyping it up are the ones who dont really know about her.  <U+0001F926><U+200D><U+2640><U+FE0F> sorry not sorry <U+0001F937><U+200D><U+2640><U+FE0F>"
"1059","La llorona was a solid ass out of 10"
"1060","saw three movies at the theater at Regal with Duane, my brother. We saw The Curse of La Llorona, Hell Boy and SHAZAM!. We loved it."
"1061","Curse of la llorona was a good movie I actually liked it <U+263A><U+FE0F>"
"1062","LMFAOOO Im stealing that “ass out of 10” <U+0001F602><U+0001F602><U+0001F602><U+0001F62D>"
"1063","Watched it last night and honestly was disappointing<U+0001F937><U+200D><U+2640><U+FE0F>"
"1064","I literally just saw this movie and honestly best film I’ve seen in a while! Beats Hollywood making a stupid movie about the “ugly dolls”. This movie tops insidious and the conjuring<U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F>"
"1065","I don’t fuck w scary movies... tell me why my family dragged me out to watch La LLorona right after work <U+0001F644>"
"1066","@JaimeG_99 @lynelle2434 Freaking @_mallorydawn didn’t even jump because she’s white and doesn’t believe in la llorona smh"
"1067","@neeato @dopethoreaune Do you want to come to Korean BBQ and watch la llorona tomorrow? <U+0001F440>"
"1068","@abc13houston Y’all can come  to Victoria, TX by Guadalupe River. It’s free you will hear La Llorona Chillona lol."
"1069","The Curse of La Llorona fucked me sideways"
"1070","The Curse of La Llorona is basura. That’s all I have to say about that particular film."
"1071","My sister came in the house telling my mom to rub her with a huevo after watching la llorona <U+0001F480>"
"1072","Me and Frank are watching la llorona<U+0001F631><U+0001F633>"
"1073","is the curse of la llorona worth seeing"
"1074","Just saw La Llorona and she can definitely kick The Nuns ass"
"1075","LA LLORONA is the scariest movie out there."
"1076","so apparently i’m a scaredy-cat for wanting to change my middle name bc i don’t wanna have the same name as La Llorona<U+0001F923>"
"1077","Watching the “Curse of La Llorona” &amp; we literally the only black people in here<U+0001F643>"
"1078","Went and saw ""The Curse of La Llorona"" with @MarkiSaur_YT. I have seen better acting in #ThreatLevelMidnight than the priest at the end. It had it's creepy factor but all jump scares were easily predictable and they don't explain a few things; including the pendant. 3/10 Not good"
"1079","Just watched the curse of la llorona and boyyyyyy did I shit my pants like 30 times"
"1080","La Llorona 10/10 goodnight sleeping with a cross"
"1081","just got home from watching #LaLlorona and I give it an 8/10"
"1082","I guess I’ll just go watch la llorona <U+0001F644>"
"1083","Now that La Llorona gets a movie, can the Filipino Aswang get one? The  cum vampire my mom told me about that hunts pregnant women? Thank you."
"1084","Sol and I went with our friends Eli and Carlos to go watch La Llorona last night and there’s a part where a character in the movie says “Carlooooos???” and Carlos says hella loudly “YES?” lmfaooooo whole movie theater cracks up"
"1085","I really wanted to beat la llorona’s ass during the movie"
"1086","a) i don’t like scary movies bC IM SCARED b) i don’t understand why la llorona would choose to haunt a white woman in a suburban neighborhood doesn’t make sense to me"
"1087","i am being forced against my own will to go see “La Llorona.” send. help. please."
"1088","My older sister: I wanna see that one Mexican movie..... La corona? 

Me: You mean La llorona?<U+0001F602>"
"1089","Curse of La Llorona was so good I highly recommend it! I want to go watch it again!"
"1090","Sooo I just seen #LaLloronaMovie &amp; it was a pretty good, scary and funny movie"
"1091","La llorona really had me scared as shit and weak asf at the same time <U+203C><U+FE0F> definitely a must"
"1092","I want to see this"
"1093","@cineworld It wasn't too bad, unfortunately #ScreenX wasn't working in Sheffield but the team leader was waiting for us all to explain there was a problem and gave us all upgrade vouchers. They'll be used on #Avengers but I must admit #LaLlorona wasn't too bad 6/10"
"1094","I just watched La LLorona and holy shit I’m scared...,"
"1095","The curse of La llorona was trash,the story’s my mom told me about her are more scary mmmhhh"
"1096","Exactly why I didn’t want to watch it."
"1097","Ok but how is la llorona connected to all the conjuring stuff"
"1098","I want to see The Curse of La Llorona. I loveeee scary movies <U+0001F631>"
"1099","Let’s set this movie in 1973.

Cool. Any reason why?

Just ‘cause.

Coolcoolcool. Should we adjust the clothing, hairstyles or decor? You know, so it’ll look like 1973?

Fuck that. We’ll put a title on the screen that says 1973.

Love it!

-producers of The Curse of La Llorona"
"1100","I'm at the drive in watching la llorona and at the time she blew out all the candles the car turned off. So if I end up dead y'all already know what happened"
"1101","Idk what’s got me more stressed out this game or la llorona"
"1102","Scariest shit ever lmao"
"1103","guys i’m about to watch la llorona and i know i’m gonna cry please i don’t want to go but peer pressure <U+0001F920>"
"1104","The real question Is what the fuck would the llorona be doing all the way in LA???"
"1105","Yes yes I did persinarme 100x while watching La Llorona <U+0001F62D>"
"1106","The Curse of La Llorona was weak <U+0001F44E><U+0001F3FD>"
"1107","The curse of la llorona was scary asf.. I nearly had an asthma attack."
"1108","I planned to watch this with my brother he’s scary ass flaked then i asked Kam , he’s scary ass busy <U+0001F926><U+0001F3FD><U+200D><U+2640><U+FE0F> i hate men"
"1109","The curse of La Llorona was good <U+0001F62B>"
"1110","Bae and I finally had a double date with Tina and Trevor and it was so fun. We went to go see la llorona and laughed for 80% of the movie."
"1111","la llorona really scared tf out my Mexican ass"
"1112","My Spanish is terrible but at least I can pronounce La Llorona"
"1113","Sam and I just watched the La Llorona and my ears are broken, but we survived. Now we are looking for food."
"1114","@wbkbutera I have never seen that. Nick and I went and saw the curse of la llorona.. I told him we gotta watch something else before bed.. he thinks I'm weird <U+0001F602>"
"1115","me and ezequiel are going to see la llorona and is telling me his dads stories about la llorona from when he was younger :/"
"1116","someone come w me to watch this movie!! <U+0001F629>"
"1117","Went and saw #LaLlorona with my girl and this dude thats trying to get with her. She got so scared she during one part and farted. But then the scene got quiet and that was all everyone heard. I am literally crying<U+0001F602><U+0001F602><U+0001F602>"
"1118","I’d say that the hardest thing about getting rid of debt is not giving into the urge to go see La Llorona this week while it’s out. #DumpingDebt #StayingStrong"
"1119","La llorona sucked, it should’ve taken place out in the rancho"
"1120","La Llorona thanks for fucking wit my mind tonight I appreciate it shawty"
"1121","Using our spirituality, medicine and our healers to sell movie tix is just disgusting, not to even address the theft of our lore and stories... I cant even...
#NOTspiritualcleansing #appropriation #LaLloronaMovie #basura #offensive #SticktoPOPCORN"
"1122","I give it 3months before The Curse of La Llorona ends up on Netflix"
"1123","I’m trynna go to the movies for that movie La Llorona <U+0001F62D> lol"
"1124","Now that the “La Llorona” movie is out, I hope Hollywood makes a “El Cucuy” movie too <U+0001F602>"
"1125","@lalloronamovie One of the scariest movies I've ever seen...no lie!!!"
"1126","la llorona is scary and good asf"
"1127","the curse of la llorona is awful as expected thankfully i'm watching it on bootleg"
"1128","La Llorona is real idc what y’all say"
"1129","So I saw la llorona and honestly half of the time I was laughing <U+0001F923>"
"1130","I just saw la llorona and i’m scared for my life SSKSKKSBDBD"
"1131","Really want to go watch la llorona"
"1132","Just watched The Curse of La Llorona. That movie is scary as hell"
"1133","the La Llorona movie made me less scared of la llorona lol"
"1134","@lalloronamovie This movie fuckin sucks... I’m sorry.. I only respect films that at least appear to have some sort of passion or vision behind them."
"1135","Somehow my brain told me that La llorona was connected to the insidious movies and I needed up being right <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F602>"
"1136","At the end of La Llorona she gets deported"
"1137","I just wanted to see if it was anything like my last experience <U+0001F97A>"
"1138","I want to see La Llorona"
"1139","I grew some balls and finallly went to go watch La Llorona"
"1140","Maaaaan la llorona wasn’t what it could have been! First off all the freaking Mx actors didn’t speak proper Spanish and secondly it should have been based in Mx! Lastly the llorona herself looked like the fucking “nun”"
"1141","Are you really surprised"
"1142","I still want to go watch la llorona <U+0001F97A>"
"1143","Thinking about the time I got sent to the principals office in fifth grade for telling a bunch of white kids about la llorona"
"1144","At the theaters watching la llorona
*suspenseful moment building up*
*dead silent*
Little kid: “ dude I’m scared” 
Everyone starts laughing misses the scary part <U+0001F602><U+0001F602><U+0001F480><U+0001F480>"
"1145","@fighttalking LA llorona and goat man fucked me up as a kid. Plus we lived near reservations so it was scary the shit u hear"
"1146","If I'm being honest, I'm hoping there is a better movie based on La Llorona somewhere out there."
"1147","anything that isn’t human will have him pissing his pants. 

ghosts? check 
demons? check 
the devil? check 
la llorona? check 

hoseok brings his rosary every single time they go to the supposed haunted locations, and jungkook finds it annoying at times but he respects it."
"1148","I just saw an ad saying La Llorona is just as scary as The Exorcist 
Excuse you thats a very big claim to make"
"1149","not surprised"
"1150","James Wan is the Caravaggio of cinema. @lalloronamovie was one of my favorites in the Conjuring universe."
"1151","Zara &amp; i are about to watch La Llorona &amp; we immediately regret this decision <U+0001F480>"
"1152","Bout to watch The Curse of the La Llorona. I’ll let you know how it is."
"1153","Yo, ads, CHIILLLL we get it...la llorona is in theatres"
"1154","I haven’t been scared of a horror movie in so long, but this right here...."
"1155","The older I get, the more scared I get when watching horror films, and honestly I'm done now after seeing La Llorona. No more. Ever."
"1156","The older I get, the most scared I get when watching horror films, and honestly I'm done now after seeing La Llorona. No more. Ever."
"1157","Dating a Latina girl cool and all til she go La Llorona on yo ass <U+0001F923>"
"1158","The curse of the La Llorona was straight trash <U+0001F6AE>"
"1159","When you let white people direct Mexican folktales you get #LaLlorona"
"1160","These Mexicans watching la llorona smh motherfuckers can’t be scared they all jaja right after they jump"
"1161","MY PARENTS ARE CHILDISH. I went to watch la Llorona and now they’re crying “mis hijos” from their room trying to fuck w/ me <U+0001F62B>"
"1162","Just finished watching #LaLlorona on IMAX, and it was a damn good film! I really enjoyed it. @michaelchaves amazing job!"
"1163","i have to watch the curse of la llorona with my fam. bye blair and aera i luv you both. <U+0001F608><U+0001F496>"
"1164","@lalloronamovie I think it was just trying to wash its hands, lets not be judgmental"
"1165","I’ll pray to la llorona to come and get you so my life can be peaceful for once<U+0001F480> @oscarmellox"
"1166","After a very hectic week we treated ourselves to La Llorona. ‘‘Twas amazing!"
"1167","The Curse of #LaLlorona was a bomb ass movie <U+0001F44C><U+0001F3FD><U+0001F44C><U+0001F3FD>"
"1168","Watching la llorona was the worst $20 I’ve ever spent. They  could’ve done so many different things with this story line. The whole thing was straight up terrible. In every way possible... on god 
#MyMovieCritiquesMatter"
"1169","I’m just trying to watch La Llorona<U+0001F62D><U+0001F62D>"
"1170","@jimmychampane @kirkneverdied @Drumdums @Chris_Stuckmann @sarahmhawkinson @astroemma @3CFilmReview For sure! Been watching you for about a year now! I dig your content. Can’t wait for your La Llorona spoiler review once I get to the theater this week!"
"1171","I dont recommend watching la llorona. 5/10."
"1172","All of these scary movies have been really underwhelming recently. La Llorona wasn’t even scary"
"1173","My turn to watch The curse of la Llorona let’s see if it’s good <U+0001F62C>"
"1174","@lalloronamovie @wbpictures @ezekiel39454400 I. Must. See this!!!"
"1175","love you too, enjoy the movie! <U+0001F970><U+2764><U+FE0F>"
"1176","La llorona scared the shiiiit out of @ambrose_v9  fucking pussy"
"1177","Another movie review: <U+0001F3A5> <U+0001F37F> 

The curse of La Llorona was terrible... <U+0001F643> BASURA. Not scary at all. (3/10)

Actually it was great...for a comedy."
"1178","If you want your heart to pop out of your chest literally... watch la llorona."
"1179","Fawwwwwk!!! <U+0001F631>
They’re making me go watch <U+0001F9DF><U+200D><U+2640><U+FE0F> La Llorona at midnight!!! I hate my family! 
<U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F>"
"1180","we were driving home from watching La Llorona and heard a scream/cry....I did not sign up for this <U+0001F62D>"
"1181","@mesuzy Went to the movies and saw The Curse of La Llorona. She steals children."
"1182","La Llorona is one of Mexico’s oldest urban legends that has been around for many years. People tell the story just for fun or to try to scare little kids by telling them “if you don’t behave, La Llorona will come and get you”."
"1183","THIS WHAT I SAIDDDD!!!!!! glad I’m not the only one who thinks this"
"1184","*la llorona's shows her more humane face*
random girl: she ugly
everyone in the theater busts out laughing"
"1185","the people watching la llorona in the same theater as us were hella funny"
"1186","my mother really scared me so much as a child telling me about La Llorona and i just watched it and i’m DISAPPOINTED"
"1187","so warner bros not only decided to americanize la llorona but also fucking trade mark... congrats for being fucking clowns ig"
"1188","@lalloronamovie Had a couple of jump scares last night."
"1189",":o
#alegriamadrazooooo 
#ooooooooraleeeeeeeee — watching The Curse Of La Llorona"
"1190","I told Kyle La Llorona scared me so her stayed on the phone with me until I felt more comfortable THE ACTUAL LOVE OF MY LIFE EVERYONE"
"1191","I recommend you all watch la llorona it’s sooo good!"
"1192","Out here being a llorona with my homegirl La Llorona <U+0001F481><U+0001F3FC><U+200D><U+2640><U+FE0F>@IMAX"
"1193","I just watched the curse of la llorona and it’s such a good movie"
"1194","I know La Llorona only goes after children but I swear I just heard a woman faintly crying and I’m alone this weekend and this is not going to end well"
"1195","Watching @lalloronamovie with my wife hopefully it's good"
"1196","Just watched la llorona... white people really got to ruin everything tbh"
"1197","Me singing The Curse of La Llorona
With the tune of M-M-M-My Sharona"
"1198","If y’all think La Llorona is scary you clearly have never turned in 4 college history essays 3 minutes before they were due and it shows."
"1199","Ok so The Curse of La Llorona is apparently part of The Conjuring series somehow? Like, ok I get it Catholicism is scary but do we really need more movies about it?"
"1200","facts"
"1201","bitch you’ve literally been possessed before i know you ain’t scared of shit<U+0001F602><U+0001F602><U+0001F602><U+0001F602>"
"1202","i keep hearing crying noises and idk if its la llorona or the baby in the theater <U+0001F621>"
"1203","Im like 20 min into la llorona and I feel like people gonna hate Mexicans more after watching it <U+0001F602><U+0001F602>"
"1204","I didn’t see this part of La Llorona <U+0001F914>"
"1205","The Curse of  La Llorona  was a good movie <U+0001F3A5><U+0001F483><U+0001F3FB> <U+0001F1F2><U+0001F1FD>"
"1206","i guess ima wait 2 more hours rn <U+0001F62D><U+0001F62D><U+0001F643>"
"1207","La llorona 4/10. For how much it scared me as a kid I expected more :("
"1208","@lalloronamovie Looks like a crappy movie. Does anybody make intelligent movies anymore, or do we just not have the talent out there?"
"1209","Ooo I really wanna go watch la llorona"
"1210","Everyone: watch La Llorona! It was super good I’m really happy with it. I need to rewatch it because the people behind me were so loud and laughing it was the worst <U+0001F612>"
"1211","Thanks to la llorona I know how to protect myself haha <U+0001F602>"
"1212","Came to watch la llorona. Starting off already looks fukn cheesy af no mames"
"1213","Should of just waited to watch la llorona on Netflix. Smh. Waste of money alv"
"1214","I went and saw it. Cmon don’t be a wuss"
"1215","La llorona became a comedy movie with all those Mexicans making jokes about her throughout the whole movie, shit wasn’t even scary <U+0001F62D><U+0001F602><U+0001F602>"
"1216","im to watching la llorona and it’s so scary. i wanna cry omg"
"1217","Idk who twitter thinks I am, but I’m gonna need it to stop showing me adverts for the La Llorona movie. No way in hell I’m seeing that! <U+0001F645><U+0001F3FE><U+200D><U+2640><U+FE0F><U+271D><U+FE0F>"
"1218","I wanted to see this movie but I know I’ll be having crazy ass nightmare after <U+0001F927>"
"1219","I’m still mad af that The Curse of La Llorona took place in LA<U+0001F644> it should of been in a Pueblo in Mexico not LA!"
"1220","My mom is forcing me to watch la llorona bro I’m shitting bricks<U+0001F630><U+271D><U+FE0F>"
"1221","well if you want to pee your pants at a movie theatre highly recommend Curse of La Llorona"
"1222","I sent Moy the preview to La Llorona so we can go watch it and he replied I don't even want to watch the preview <U+0001F629><U+0001F602> still gonna go doeee"
"1223","I hide whenever I see the trailer for “The Curse of La Llorona”."
"1224","*watching La Llorona*
*Something bad happens to the girl*

Mexican dad: POR PENDEJA!! 

*The whole theatre bursts into laughter*"
"1225","LITERALLY! how you gonna make a movie about a Mexican folklore... and shoot it in Los Angeles?!?"
"1226","had the choice to go to the Mayjah Rayjah, the movies to see La Llorona, or to watch the volleyball games but I chose to stay home to have a home cooked meal w|my boi <U+0001F966><U+0001F374><U+0001F35A><U+0001F969><U+0001F957> #mypersonalchef"
